-1,0.01882631136087755,0.009991068494085608,0.27694724134550003,0.23924034384601592,0.17472204428858906,0.1635399466842266,0.1879085993864047,0.14649383135165073,0.07637238192338838,0.0859418769273565,0.19916896716756338,0.09591094080375986
-1,-1,0.014415485963635916,0.26929234659519996,0.22363999734780213,0.13721735160808815,0.13152346573442691,0.12012945435384287,0.13536747587441605,0.06620916885373371,0.07700637495222565,0.19307317585492045,0.0638236004636867
-1,-1,-1,0.26746124450589204,0.2314695598428362,0.16446172336345083,0.15405394984461857,0.17842260254679668,0.13652021188811786,0.06688638508378036,0.09298362084846139,0.19046293493569827,0.09214950963998636
-1,-1,-1,-1,0.06987005884590566,0.13830959067325355,0.08891219015276937,0.08319046788892036,0.06302995101126221,0.17829824956528312,0.22026291143742652,0.0837439520359029,0.1779948136034779
-1,-1,-1,-1,-1,0.11019829499450363,0.1258637502518745,0.056736708682294926,0.17141583505255872,0.16122564480344428,0.16492826763646623,0.09480523974798283,0.13880716008164312
-1,-1,-1,-1,-1,-1,0.07796675018891272,0.08913037702156697,0.11868328076406123,0.10678821303381669,0.07385143858076558,0.13399991817315998,0.06647209770593945
-1,-1,-1,-1,-1,-1,-1,0.04261844445185034,0.08776961151805031,0.09356884641964315,0.11519131148892656,0.06607306592962886,0.06325118096423928
-1,-1,-1,-1,-1,-1,-1,-1,0.08124710781479745,0.11900678481601207,0.1455911777986534,0.040078667857419786,0.09740842329772542
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07240453413338256,0.1379609242457649,0.06473031932069834,0.08339658538931127
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07772095134445674,0.1281181410444458,0.03098950491316888
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.17204258876424797,0.05500746662532448
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09788617191115229
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
